uf;estado;capital;municipio
rs;rio-grande-do-sul;porto-alegre;travesseiro
rs;rio-grande-do-sul;porto-alegre;tres-arroios
rs;rio-grande-do-sul;porto-alegre;tres-cachoeiras
rs;rio-grande-do-sul;porto-alegre;tres-coroas
rs;rio-grande-do-sul;porto-alegre;tres-de-maio
rs;rio-grande-do-sul;porto-alegre;tres-forquilhas
rs;rio-grande-do-sul;porto-alegre;tres-palmeiras
rs;rio-grande-do-sul;porto-alegre;tres-passos
rs;rio-grande-do-sul;porto-alegre;trindade-do-sul
rs;rio-grande-do-sul;porto-alegre;triunfo
rs;rio-grande-do-sul;porto-alegre;tucunduva
rs;rio-grande-do-sul;porto-alegre;tunas
rs;rio-grande-do-sul;porto-alegre;tupanci-do-sul
rs;rio-grande-do-sul;porto-alegre;tupancireta
rs;rio-grande-do-sul;porto-alegre;tupandi
rs;rio-grande-do-sul;porto-alegre;tuparendi
rs;rio-grande-do-sul;porto-alegre;turucu
rs;rio-grande-do-sul;porto-alegre;ubiretama
rs;rio-grande-do-sul;porto-alegre;uniao-da-serra
rs;rio-grande-do-sul;porto-alegre;unistalda
rs;rio-grande-do-sul;porto-alegre;uruguaiana
rs;rio-grande-do-sul;porto-alegre;vacaria
rs;rio-grande-do-sul;porto-alegre;vale-do-sol
rs;rio-grande-do-sul;porto-alegre;vale-real-
rs;rio-grande-do-sul;porto-alegre;vale-verde
rs;rio-grande-do-sul;porto-alegre;vanini
rs;rio-grande-do-sul;porto-alegre;venancio-aires
rs;rio-grande-do-sul;porto-alegre;vera-cruz
rs;rio-grande-do-sul;porto-alegre;veranopolis
rs;rio-grande-do-sul;porto-alegre;vespasiano-correa
rs;rio-grande-do-sul;porto-alegre;viadutos
rs;rio-grande-do-sul;porto-alegre;viamao
rs;rio-grande-do-sul;porto-alegre;vicente-dutra
rs;rio-grande-do-sul;porto-alegre;victor-graeff
rs;rio-grande-do-sul;porto-alegre;vila-flores
rs;rio-grande-do-sul;porto-alegre;vila-langaro
rs;rio-grande-do-sul;porto-alegre;vila-maria
rs;rio-grande-do-sul;porto-alegre;vila-nova-do-sul
rs;rio-grande-do-sul;porto-alegre;vista-alegre
rs;rio-grande-do-sul;porto-alegre;vista-alegre-do-prata
rs;rio-grande-do-sul;porto-alegre;vista-gaucha
rs;rio-grande-do-sul;porto-alegre;vitoria-das-missoes
rs;rio-grande-do-sul;porto-alegre;westfalia
rs;rio-grande-do-sul;porto-alegre;xangri-la
sc;santa-catarina;florianopolis;abdon-batista
sc;santa-catarina;florianopolis;abelardo-luz
sc;santa-catarina;florianopolis;agrolandia
sc;santa-catarina;florianopolis;agronomica
sc;santa-catarina;florianopolis;agua-doce
sc;santa-catarina;florianopolis;aguas-de-chapeco
sc;santa-catarina;florianopolis;aguas-frias
sc;santa-catarina;florianopolis;aguas-mornas
sc;santa-catarina;florianopolis;alfredo-wagner
sc;santa-catarina;florianopolis;alto-bela-vista
sc;santa-catarina;florianopolis;anchieta
sc;santa-catarina;florianopolis;angelina
sc;santa-catarina;florianopolis;anita-garibaldi
sc;santa-catarina;florianopolis;anitapolis
sc;santa-catarina;florianopolis;antonio-carlos
sc;santa-catarina;florianopolis;apiuna
sc;santa-catarina;florianopolis;arabuta
sc;santa-catarina;florianopolis;araquari
sc;santa-catarina;florianopolis;ararangua
sc;santa-catarina;florianopolis;armazem
sc;santa-catarina;florianopolis;arroio-trinta
sc;santa-catarina;florianopolis;arvoredo
sc;santa-catarina;florianopolis;ascurra
sc;santa-catarina;florianopolis;atalanta
sc;santa-catarina;florianopolis;aurora
sc;santa-catarina;florianopolis;balneario-arroio-do-silva
sc;santa-catarina;florianopolis;balneario-barra-do-sul
sc;santa-catarina;florianopolis;balneario-camboriu
sc;santa-catarina;florianopolis;balneario-gaivota
sc;santa-catarina;florianopolis;balneario-picarras
sc;santa-catarina;florianopolis;balneario-rincao
sc;santa-catarina;florianopolis;bandeirante
sc;santa-catarina;florianopolis;barra-bonita
sc;santa-catarina;florianopolis;barra-velha
sc;santa-catarina;florianopolis;bela-vista-do-toldo
sc;santa-catarina;florianopolis;belmonte
sc;santa-catarina;florianopolis;benedito-novo
sc;santa-catarina;florianopolis;biguacu
sc;santa-catarina;florianopolis;blumenau
sc;santa-catarina;florianopolis;bocaina-do-sul
sc;santa-catarina;florianopolis;bom-jardim-da-serra
sc;santa-catarina;florianopolis;bom-jesus-
sc;santa-catarina;florianopolis;bom-jesus-do-oeste
sc;santa-catarina;florianopolis;bom-retiro
sc;santa-catarina;florianopolis;bombinhas-
sc;santa-catarina;florianopolis;botuvera
sc;santa-catarina;florianopolis;braco-do-norte
sc;santa-catarina;florianopolis;braco-do-trombudo
sc;santa-catarina;florianopolis;brunopolis
sc;santa-catarina;florianopolis;brusque
sc;santa-catarina;florianopolis;cacador
sc;santa-catarina;florianopolis;caibi
sc;santa-catarina;florianopolis;calmon
sc;santa-catarina;florianopolis;camboriu
sc;santa-catarina;florianopolis;campo-alegre
sc;santa-catarina;florianopolis;campo-belo-do-sul
sc;santa-catarina;florianopolis;campo-ere-
sc;santa-catarina;florianopolis;campos-novos
sc;santa-catarina;florianopolis;canelinha
sc;santa-catarina;florianopolis;canoinhas
sc;santa-catarina;florianopolis;capao-alto
sc;santa-catarina;florianopolis;capinzal
sc;santa-catarina;florianopolis;capivari-de-baixo
sc;santa-catarina;florianopolis;catanduvas
sc;santa-catarina;florianopolis;caxambu-do-sul
sc;santa-catarina;florianopolis;celso-ramos
sc;santa-catarina;florianopolis;cerro-negro
sc;santa-catarina;florianopolis;chapadao-do-lageado
sc;santa-catarina;florianopolis;chapeco
sc;santa-catarina;florianopolis;cocal-do-sul
sc;santa-catarina;florianopolis;concordia-
sc;santa-catarina;florianopolis;cordilheira-alta
sc;santa-catarina;florianopolis;coronel-freitas
sc;santa-catarina;florianopolis;coronel-martins
sc;santa-catarina;florianopolis;correia-pinto
sc;santa-catarina;florianopolis;corupa
sc;santa-catarina;florianopolis;criciuma
sc;santa-catarina;florianopolis;cunha-pora
sc;santa-catarina;florianopolis;cunhatai
sc;santa-catarina;florianopolis;curitibanos
sc;santa-catarina;florianopolis;demais-municipios
sc;santa-catarina;florianopolis;descanso
sc;santa-catarina;florianopolis;dionisio-cerqueira
sc;santa-catarina;florianopolis;dona-emma-
sc;santa-catarina;florianopolis;doutor-pedrinho
sc;santa-catarina;florianopolis;entre-rios
sc;santa-catarina;florianopolis;ermo
sc;santa-catarina;florianopolis;erval-velho
sc;santa-catarina;florianopolis;faxinal-dos-guedes
sc;santa-catarina;florianopolis;flor-do-sertao
sc;santa-catarina;florianopolis;florianopolis
sc;santa-catarina;florianopolis;formosa-do-sul
sc;santa-catarina;florianopolis;forquilhinha
sc;santa-catarina;florianopolis;fraiburgo
sc;santa-catarina;florianopolis;frei-rogerio
sc;santa-catarina;florianopolis;galvao
sc;santa-catarina;florianopolis;garopaba
sc;santa-catarina;florianopolis;garuva
sc;santa-catarina;florianopolis;gaspar
sc;santa-catarina;florianopolis;governador-celso-ramos
sc;santa-catarina;florianopolis;grao-para
sc;santa-catarina;florianopolis;gravatal
sc;santa-catarina;florianopolis;guabiruba-
sc;santa-catarina;florianopolis;guaraciaba
sc;santa-catarina;florianopolis;guaramirim
sc;santa-catarina;florianopolis;guaruja-do-sul
sc;santa-catarina;florianopolis;guatambu
sc;santa-catarina;florianopolis;herval-d'oeste
sc;santa-catarina;florianopolis;ibiam
sc;santa-catarina;florianopolis;ibicare
sc;santa-catarina;florianopolis;ibirama
sc;santa-catarina;florianopolis;icara
sc;santa-catarina;florianopolis;ilhota
sc;santa-catarina;florianopolis;imarui
sc;santa-catarina;florianopolis;imbituba
sc;santa-catarina;florianopolis;imbuia
sc;santa-catarina;florianopolis;indaial
sc;santa-catarina;florianopolis;iomere
sc;santa-catarina;florianopolis;ipira
sc;santa-catarina;florianopolis;ipora-do-oeste
sc;santa-catarina;florianopolis;ipuacu
sc;santa-catarina;florianopolis;ipumirim
sc;santa-catarina;florianopolis;iraceminha
sc;santa-catarina;florianopolis;irani
sc;santa-catarina;florianopolis;irati
sc;santa-catarina;florianopolis;irineopolis
sc;santa-catarina;florianopolis;ita
sc;santa-catarina;florianopolis;itaiopolis
sc;santa-catarina;florianopolis;itajai
sc;santa-catarina;florianopolis;itapema
sc;santa-catarina;florianopolis;itapiranga
sc;santa-catarina;florianopolis;itapoa
sc;santa-catarina;florianopolis;ituporanga
sc;santa-catarina;florianopolis;jabora
sc;santa-catarina;florianopolis;jacinto-machado
sc;santa-catarina;florianopolis;jaguaruna
sc;santa-catarina;florianopolis;jaragua-do-sul
sc;santa-catarina;florianopolis;jardinopolis
sc;santa-catarina;florianopolis;joacaba
sc;santa-catarina;florianopolis;joinville
sc;santa-catarina;florianopolis;jose-boiteux
sc;santa-catarina;florianopolis;jupia
sc;santa-catarina;florianopolis;lacerdopolis
sc;santa-catarina;florianopolis;lages
sc;santa-catarina;florianopolis;laguna
sc;santa-catarina;florianopolis;lajeado-grande
sc;santa-catarina;florianopolis;laurentino
sc;santa-catarina;florianopolis;lauro-muller
sc;santa-catarina;florianopolis;lebon-regis
sc;santa-catarina;florianopolis;leoberto-leal
sc;santa-catarina;florianopolis;lindoia-do-sul
sc;santa-catarina;florianopolis;lontras
sc;santa-catarina;florianopolis;luiz-alves
sc;santa-catarina;florianopolis;luzerna
sc;santa-catarina;florianopolis;macieira
sc;santa-catarina;florianopolis;mafra
sc;santa-catarina;florianopolis;major-gercino
sc;santa-catarina;florianopolis;major-vieira
sc;santa-catarina;florianopolis;maracaja
sc;santa-catarina;florianopolis;maravilha-
sc;santa-catarina;florianopolis;marema
sc;santa-catarina;florianopolis;massaranduba
sc;santa-catarina;florianopolis;matos-costa
sc;santa-catarina;florianopolis;meleiro
sc;santa-catarina;florianopolis;mirim-doce
sc;santa-catarina;florianopolis;modelo
sc;santa-catarina;florianopolis;mondai
sc;santa-catarina;florianopolis;monte-carlo
sc;santa-catarina;florianopolis;monte-castelo
sc;santa-catarina;florianopolis;morro-da-fumaca
sc;santa-catarina;florianopolis;morro-grande
sc;santa-catarina;florianopolis;navegantes
sc;santa-catarina;florianopolis;nova-erechim
sc;santa-catarina;florianopolis;nova-itaberaba
sc;santa-catarina;florianopolis;nova-trento
sc;santa-catarina;florianopolis;nova-veneza
sc;santa-catarina;florianopolis;novo-horizonte
sc;santa-catarina;florianopolis;orleans
sc;santa-catarina;florianopolis;otacilio-costa
sc;santa-catarina;florianopolis;ouro
sc;santa-catarina;florianopolis;ouro-verde
sc;santa-catarina;florianopolis;paial
sc;santa-catarina;florianopolis;painel
sc;santa-catarina;florianopolis;palhoca
sc;santa-catarina;florianopolis;palma-sola
sc;santa-catarina;florianopolis;palmeira
sc;santa-catarina;florianopolis;palmitos
sc;santa-catarina;florianopolis;papanduva
sc;santa-catarina;florianopolis;paraiso
sc;santa-catarina;florianopolis;passo-de-torres
sc;santa-catarina;florianopolis;passos-maia
sc;santa-catarina;florianopolis;paulo-lopes
sc;santa-catarina;florianopolis;pedras-grandes
sc;santa-catarina;florianopolis;penha
sc;santa-catarina;florianopolis;peritiba
sc;santa-catarina;florianopolis;pescaria-brava
sc;santa-catarina;florianopolis;petrolandia
sc;santa-catarina;florianopolis;pinhalzinho
sc;santa-catarina;florianopolis;pinheiro-preto
sc;santa-catarina;florianopolis;piratuba
sc;santa-catarina;florianopolis;planalto-alegre
sc;santa-catarina;florianopolis;pomerode
sc;santa-catarina;florianopolis;ponte-alta
sc;santa-catarina;florianopolis;ponte-alta-do-norte
sc;santa-catarina;florianopolis;ponte-serrada
sc;santa-catarina;florianopolis;porto-belo
sc;santa-catarina;florianopolis;porto-uniao
sc;santa-catarina;florianopolis;pouso-redondo
sc;santa-catarina;florianopolis;praia-grande
sc;santa-catarina;florianopolis;presidente-castello-branco
sc;santa-catarina;florianopolis;presidente-getulio
sc;santa-catarina;florianopolis;presidente-nereu
sc;santa-catarina;florianopolis;princesa
sc;santa-catarina;florianopolis;quilombo
sc;santa-catarina;florianopolis;rancho-queimado
sc;santa-catarina;florianopolis;rio-das-antas
sc;santa-catarina;florianopolis;rio-do-campo
sc;santa-catarina;florianopolis;rio-do-oeste
sc;santa-catarina;florianopolis;rio-do-sul
sc;santa-catarina;florianopolis;rio-dos-cedros
sc;santa-catarina;florianopolis;rio-fortuna
sc;santa-catarina;florianopolis;rio-negrinho
sc;santa-catarina;florianopolis;rio-rufino
sc;santa-catarina;florianopolis;riqueza
sc;santa-catarina;florianopolis;rodeio
sc;santa-catarina;florianopolis;romelandia
sc;santa-catarina;florianopolis;salete
sc;santa-catarina;florianopolis;saltinho
sc;santa-catarina;florianopolis;salto-veloso
sc;santa-catarina;florianopolis;sangao
sc;santa-catarina;florianopolis;santa-cecilia
sc;santa-catarina;florianopolis;santa-helena
sc;santa-catarina;florianopolis;santa-rosa-de-lima
sc;santa-catarina;florianopolis;santa-rosa-do-sul
sc;santa-catarina;florianopolis;santa-terezinha
sc;santa-catarina;florianopolis;santa-terezinha-do-progresso
sc;santa-catarina;florianopolis;santiago-do-sul
sc;santa-catarina;florianopolis;santo-amaro-da-imperatriz
sc;santa-catarina;florianopolis;sao-bento-do-sul
sc;santa-catarina;florianopolis;sao-bernardino
sc;santa-catarina;florianopolis;sao-bonifacio
sc;santa-catarina;florianopolis;sao-carlos
sc;santa-catarina;florianopolis;sao-cristovao-do-sul
sc;santa-catarina;florianopolis;sao-domingos
sc;santa-catarina;florianopolis;sao-francisco-do-sul
sc;santa-catarina;florianopolis;sao-joao-batista
sc;santa-catarina;florianopolis;sao-joao-do-itaperiu
sc;santa-catarina;florianopolis;sao-joao-do-oeste
sc;santa-catarina;florianopolis;sao-joao-do-sul
sc;santa-catarina;florianopolis;sao-joaquim
sc;santa-catarina;florianopolis;sao-jose
sc;santa-catarina;florianopolis;sao-jose-do-cedro
sc;santa-catarina;florianopolis;sao-jose-do-cerrito
sc;santa-catarina;florianopolis;sao-lourenco-do-oeste
sc;santa-catarina;florianopolis;sao-ludgero
sc;santa-catarina;florianopolis;sao-martinho
sc;santa-catarina;florianopolis;sao-miguel-da-boa-vista
sc;santa-catarina;florianopolis;sao-miguel-do-oeste
sc;santa-catarina;florianopolis;sao-pedro-de-alcantara
sc;santa-catarina;florianopolis;saudades
sc;santa-catarina;florianopolis;schroeder
sc;santa-catarina;florianopolis;seara
sc;santa-catarina;florianopolis;serra-alta
sc;santa-catarina;florianopolis;sideropolis
sc;santa-catarina;florianopolis;sombrio
sc;santa-catarina;florianopolis;sul-brasil
sc;santa-catarina;florianopolis;taio
sc;santa-catarina;florianopolis;tangara
sc;santa-catarina;florianopolis;tigrinhos
sc;santa-catarina;florianopolis;tijucas
sc;santa-catarina;florianopolis;timbe-do-sul
sc;santa-catarina;florianopolis;timbo
sc;santa-catarina;florianopolis;timbo-grande
sc;santa-catarina;florianopolis;tres-barras
sc;santa-catarina;florianopolis;treviso
sc;santa-catarina;florianopolis;treze-de-maio
sc;santa-catarina;florianopolis;treze-tilias
sc;santa-catarina;florianopolis;trombudo-central
sc;santa-catarina;florianopolis;tubarao
sc;santa-catarina;florianopolis;tunapolis
sc;santa-catarina;florianopolis;turvo
sc;santa-catarina;florianopolis;uniao-do-oeste
sc;santa-catarina;florianopolis;urubici
sc;santa-catarina;florianopolis;urupema
sc;santa-catarina;florianopolis;urussanga
sc;santa-catarina;florianopolis;vargeao
sc;santa-catarina;florianopolis;vargem
sc;santa-catarina;florianopolis;vargem-bonita
sc;santa-catarina;florianopolis;vidal-ramos
sc;santa-catarina;florianopolis;videira
sc;santa-catarina;florianopolis;vitor-meireles
sc;santa-catarina;florianopolis;witmarsum
sc;santa-catarina;florianopolis;xanxere
sc;santa-catarina;florianopolis;xavantina-
sc;santa-catarina;florianopolis;xaxim
sc;santa-catarina;florianopolis;zortea
se;sergipe;aracaju;amparo-de-sao-francisco
se;sergipe;aracaju;aquidaba
se;sergipe;aracaju;aracaju
se;sergipe;aracaju;araua
se;sergipe;aracaju;areia-branca
se;sergipe;aracaju;barra-dos-coqueiros
se;sergipe;aracaju;boquim
se;sergipe;aracaju;brejo-grande
se;sergipe;aracaju;campo-do-brito
se;sergipe;aracaju;canhoba
se;sergipe;aracaju;caninde-de-sao-francisco
se;sergipe;aracaju;capela
se;sergipe;aracaju;carira
se;sergipe;aracaju;carmopolis
se;sergipe;aracaju;cedro-de-sao-joao
se;sergipe;aracaju;cristinapolis
se;sergipe;aracaju;cumbe
se;sergipe;aracaju;demais-municipios
se;sergipe;aracaju;divina-pastora
se;sergipe;aracaju;estancia
se;sergipe;aracaju;feira-nova
se;sergipe;aracaju;frei-paulo
se;sergipe;aracaju;gararu
se;sergipe;aracaju;general-maynard
se;sergipe;aracaju;gracho-cardoso
se;sergipe;aracaju;ilha-das-flores
se;sergipe;aracaju;indiaroba
se;sergipe;aracaju;itabaiana
se;sergipe;aracaju;itabaianinha
se;sergipe;aracaju;itabi
se;sergipe;aracaju;itaporanga-d'ajuda
se;sergipe;aracaju;japaratuba
se;sergipe;aracaju;japoata
se;sergipe;aracaju;lagarto
se;sergipe;aracaju;laranjeiras
se;sergipe;aracaju;macambira
se;sergipe;aracaju;malhada-dos-bois
se;sergipe;aracaju;malhador
se;sergipe;aracaju;maruim
se;sergipe;aracaju;moita-bonita
se;sergipe;aracaju;monte-alegre-de-sergipe
se;sergipe;aracaju;muribeca
se;sergipe;aracaju;neopolis
se;sergipe;aracaju;nossa-senhora-aparecida
se;sergipe;aracaju;nossa-senhora-da-gloria
se;sergipe;aracaju;nossa-senhora-das-dores
se;sergipe;aracaju;nossa-senhora-de-lourdes
se;sergipe;aracaju;nossa-senhora-do-socorro
se;sergipe;aracaju;pacatuba
se;sergipe;aracaju;pedra-mole
se;sergipe;aracaju;pedrinhas
se;sergipe;aracaju;pinhao
se;sergipe;aracaju;pirambu
se;sergipe;aracaju;poco-redondo
se;sergipe;aracaju;poco-verde
se;sergipe;aracaju;porto-da-folha
se;sergipe;aracaju;propria
se;sergipe;aracaju;riachao-do-dantas
se;sergipe;aracaju;riachuelo
se;sergipe;aracaju;ribeiropolis
se;sergipe;aracaju;rosario-do-catete
se;sergipe;aracaju;salgado
se;sergipe;aracaju;santa-luzia-do-itanhy
se;sergipe;aracaju;santa-rosa-de-lima
se;sergipe;aracaju;santana-do-sao-francisco
se;sergipe;aracaju;santo-amaro-das-brotas
se;sergipe;aracaju;sao-cristovao
se;sergipe;aracaju;sao-domingos
se;sergipe;aracaju;sao-francisco
se;sergipe;aracaju;sao-miguel-do-aleixo
se;sergipe;aracaju;simao-dias
se;sergipe;aracaju;siriri
se;sergipe;aracaju;telha
se;sergipe;aracaju;tobias-barreto
se;sergipe;aracaju;tomar-do-geru
se;sergipe;aracaju;umbauba
sp;sao-paulo;sao-paulo;adamantina
sp;sao-paulo;sao-paulo;adolfo
sp;sao-paulo;sao-paulo;aguai
sp;sao-paulo;sao-paulo;aguas-da-prata
sp;sao-paulo;sao-paulo;aguas-de-lindoia
sp;sao-paulo;sao-paulo;aguas-de-santa-barbara
sp;sao-paulo;sao-paulo;aguas-de-sao-pedro
sp;sao-paulo;sao-paulo;agudos
sp;sao-paulo;sao-paulo;alambari
sp;sao-paulo;sao-paulo;alfredo-marcondes
sp;sao-paulo;sao-paulo;altair
sp;sao-paulo;sao-paulo;altinopolis
sp;sao-paulo;sao-paulo;alto-alegre
sp;sao-paulo;sao-paulo;aluminio
sp;sao-paulo;sao-paulo;alvares-florence
sp;sao-paulo;sao-paulo;alvares-machado
sp;sao-paulo;sao-paulo;alvaro-de-carvalho
sp;sao-paulo;sao-paulo;alvinlandia
sp;sao-paulo;sao-paulo;americana
sp;sao-paulo;sao-paulo;americo-brasiliense
sp;sao-paulo;sao-paulo;americo-de-campos
sp;sao-paulo;sao-paulo;amparo
sp;sao-paulo;sao-paulo;analandia
sp;sao-paulo;sao-paulo;andradina
sp;sao-paulo;sao-paulo;angatuba
sp;sao-paulo;sao-paulo;anhembi
sp;sao-paulo;sao-paulo;anhumas
sp;sao-paulo;sao-paulo;aparecida-
sp;sao-paulo;sao-paulo;aparecida-d'oeste
sp;sao-paulo;sao-paulo;apiai
sp;sao-paulo;sao-paulo;aracariguama
sp;sao-paulo;sao-paulo;aracatuba
sp;sao-paulo;sao-paulo;aracoiaba-da-serra
sp;sao-paulo;sao-paulo;aramina
sp;sao-paulo;sao-paulo;arandu
sp;sao-paulo;sao-paulo;arapei
sp;sao-paulo;sao-paulo;araraquara
sp;sao-paulo;sao-paulo;araras
sp;sao-paulo;sao-paulo;arco-iris
sp;sao-paulo;sao-paulo;arealva
sp;sao-paulo;sao-paulo;areias
sp;sao-paulo;sao-paulo;areiopolis
sp;sao-paulo;sao-paulo;ariranha
sp;sao-paulo;sao-paulo;artur-nogueira
sp;sao-paulo;sao-paulo;aruja
sp;sao-paulo;sao-paulo;aspasia
sp;sao-paulo;sao-paulo;assis
sp;sao-paulo;sao-paulo;atibaia
sp;sao-paulo;sao-paulo;auriflama-
sp;sao-paulo;sao-paulo;avai
sp;sao-paulo;sao-paulo;avanhandava
sp;sao-paulo;sao-paulo;avare
sp;sao-paulo;sao-paulo;bady-bassitt
sp;sao-paulo;sao-paulo;balbinos
sp;sao-paulo;sao-paulo;balsamo
sp;sao-paulo;sao-paulo;bananal
sp;sao-paulo;sao-paulo;barao-de-antonina
sp;sao-paulo;sao-paulo;barbosa
sp;sao-paulo;sao-paulo;bariri
sp;sao-paulo;sao-paulo;barra-bonita
sp;sao-paulo;sao-paulo;barra-do-chapeu
sp;sao-paulo;sao-paulo;barra-do-turvo
sp;sao-paulo;sao-paulo;barretos
sp;sao-paulo;sao-paulo;barrinha
sp;sao-paulo;sao-paulo;barueri
sp;sao-paulo;sao-paulo;bastos
sp;sao-paulo;sao-paulo;batatais
sp;sao-paulo;sao-paulo;bauru
sp;sao-paulo;sao-paulo;bebedouro-
sp;sao-paulo;sao-paulo;bento-de-abreu
sp;sao-paulo;sao-paulo;bernardino-de-campos
sp;sao-paulo;sao-paulo;bertioga
sp;sao-paulo;sao-paulo;bilac
sp;sao-paulo;sao-paulo;birigui
sp;sao-paulo;sao-paulo;biritiba-mirim
sp;sao-paulo;sao-paulo;boa-esperanca-do-sul
sp;sao-paulo;sao-paulo;bocaina
sp;sao-paulo;sao-paulo;bofete
sp;sao-paulo;sao-paulo;boituva
sp;sao-paulo;sao-paulo;bom-jesus-dos-perdoes
sp;sao-paulo;sao-paulo;bom-sucesso-de-itarare
sp;sao-paulo;sao-paulo;bora
sp;sao-paulo;sao-paulo;boraceia
sp;sao-paulo;sao-paulo;borborema
sp;sao-paulo;sao-paulo;borebi
sp;sao-paulo;sao-paulo;botucatu
sp;sao-paulo;sao-paulo;braganca-paulista
sp;sao-paulo;sao-paulo;brauna
sp;sao-paulo;sao-paulo;brejo-alegre
sp;sao-paulo;sao-paulo;brodowsKi-
sp;sao-paulo;sao-paulo;brotas
sp;sao-paulo;sao-paulo;buri
sp;sao-paulo;sao-paulo;buritama
sp;sao-paulo;sao-paulo;buritizal-
sp;sao-paulo;sao-paulo;cabralia-paulista
sp;sao-paulo;sao-paulo;cabreuva
sp;sao-paulo;sao-paulo;cacapava
sp;sao-paulo;sao-paulo;cachoeira-paulista
sp;sao-paulo;sao-paulo;caconde
sp;sao-paulo;sao-paulo;cafelandia
sp;sao-paulo;sao-paulo;caiabu
sp;sao-paulo;sao-paulo;caieiras
sp;sao-paulo;sao-paulo;caiua
sp;sao-paulo;sao-paulo;cajamar
sp;sao-paulo;sao-paulo;cajati
sp;sao-paulo;sao-paulo;cajobi
sp;sao-paulo;sao-paulo;cajuru
sp;sao-paulo;sao-paulo;campina-do-monte-alegre
sp;sao-paulo;sao-paulo;campinas
sp;sao-paulo;sao-paulo;campo-limpo-paulista
sp;sao-paulo;sao-paulo;campos-do-jordao
sp;sao-paulo;sao-paulo;campos-novos-paulista
sp;sao-paulo;sao-paulo;cananeia
sp;sao-paulo;sao-paulo;canas
sp;sao-paulo;sao-paulo;candido-mota
sp;sao-paulo;sao-paulo;candido-rodrigues
sp;sao-paulo;sao-paulo;canitar
sp;sao-paulo;sao-paulo;capao-bonito
sp;sao-paulo;sao-paulo;capela-do-alto
sp;sao-paulo;sao-paulo;capivari
sp;sao-paulo;sao-paulo;caraguatatuba
sp;sao-paulo;sao-paulo;carapicuiba
sp;sao-paulo;sao-paulo;cardoso
sp;sao-paulo;sao-paulo;casa-branca
sp;sao-paulo;sao-paulo;cassia-dos-coqueiros
sp;sao-paulo;sao-paulo;castilho
sp;sao-paulo;sao-paulo;catanduva
sp;sao-paulo;sao-paulo;catigua
sp;sao-paulo;sao-paulo;cedral
sp;sao-paulo;sao-paulo;cerqueira-cesar
sp;sao-paulo;sao-paulo;cerquilho
sp;sao-paulo;sao-paulo;cesario-lange
sp;sao-paulo;sao-paulo;charqueada
sp;sao-paulo;sao-paulo;chavantes
sp;sao-paulo;sao-paulo;clementina
sp;sao-paulo;sao-paulo;colina
sp;sao-paulo;sao-paulo;colombia
sp;sao-paulo;sao-paulo;conchal
sp;sao-paulo;sao-paulo;conchas
sp;sao-paulo;sao-paulo;cordeiropolis
sp;sao-paulo;sao-paulo;coroados
sp;sao-paulo;sao-paulo;coronel-macedo
sp;sao-paulo;sao-paulo;corumbatai
sp;sao-paulo;sao-paulo;cosmopolis
sp;sao-paulo;sao-paulo;cosmorama
sp;sao-paulo;sao-paulo;cotia
sp;sao-paulo;sao-paulo;cravinhos-
sp;sao-paulo;sao-paulo;cristais-paulista
sp;sao-paulo;sao-paulo;cruzalia
sp;sao-paulo;sao-paulo;cruzeiro
sp;sao-paulo;sao-paulo;cubatao
sp;sao-paulo;sao-paulo;cunha
sp;sao-paulo;sao-paulo;demais-municipios
sp;sao-paulo;sao-paulo;descalvado
sp;sao-paulo;sao-paulo;diadema
sp;sao-paulo;sao-paulo;dirce-reis
sp;sao-paulo;sao-paulo;divinolandia
sp;sao-paulo;sao-paulo;dobrada
sp;sao-paulo;sao-paulo;dois-corregos
sp;sao-paulo;sao-paulo;dolcinopolis
sp;sao-paulo;sao-paulo;dourado
sp;sao-paulo;sao-paulo;dracena
sp;sao-paulo;sao-paulo;duartina
sp;sao-paulo;sao-paulo;dumont
sp;sao-paulo;sao-paulo;echapora
sp;sao-paulo;sao-paulo;eldorado
sp;sao-paulo;sao-paulo;elias-fausto
sp;sao-paulo;sao-paulo;elisiario-
sp;sao-paulo;sao-paulo;embauba
sp;sao-paulo;sao-paulo;embu
sp;sao-paulo;sao-paulo;embu-guacu
sp;sao-paulo;sao-paulo;emilianopolis
sp;sao-paulo;sao-paulo;engenheiro-coelho
sp;sao-paulo;sao-paulo;espirito-santo-do-pinhal
sp;sao-paulo;sao-paulo;espirito-santo-do-turvo
sp;sao-paulo;sao-paulo;estiva-gerbi
sp;sao-paulo;sao-paulo;estrela-do-norte
sp;sao-paulo;sao-paulo;estrela-d'oeste
sp;sao-paulo;sao-paulo;euclides-da-cunha-paulista
sp;sao-paulo;sao-paulo;fartura
sp;sao-paulo;sao-paulo;fernando-prestes
sp;sao-paulo;sao-paulo;fernandopolis
sp;sao-paulo;sao-paulo;fernao
sp;sao-paulo;sao-paulo;ferraz-de-vasconcelos
sp;sao-paulo;sao-paulo;flora-rica
sp;sao-paulo;sao-paulo;floreal
sp;sao-paulo;sao-paulo;florida-paulista
sp;sao-paulo;sao-paulo;florinia
sp;sao-paulo;sao-paulo;franca
sp;sao-paulo;sao-paulo;francisco-morato
sp;sao-paulo;sao-paulo;franco-da-rocha
sp;sao-paulo;sao-paulo;gabriel-monteiro
sp;sao-paulo;sao-paulo;galia
sp;sao-paulo;sao-paulo;garca
sp;sao-paulo;sao-paulo;gastao-vidigal
